Gene	cluster
FADD	NA
ENSG00000254721	NA
ENSG00000289074	NA
PPFIA1	NA
CTTN-DT	NA
CTTN	NA
SHANK2	NA
ENSG00000227726	NA
DHCR7	cluster_8
DHCR7-DT	NA
NADSYN1	NA
KRTAP5-8	NA
KRTAP5-9	NA
ENSG00000293238	NA
ENSG00000290775	NA
ALG1L9P	NA
ENSG00000291186	NA
ENSG00000293548	NA
XNDC1N-ZNF705EP-ALG1L9P	NA
XNDC1N	NA
RNF121	NA
IL18BP	NA
NUMA1	NA
ENSG00000251143	NA
LRTOMT	NA
LRRC51	NA
LAMTOR1	NA
TOMT	NA
ANAPC15	NA
ENSG00000302291	NA
FOLR3	cluster_8
FOLR1	NA
INPPL1	NA
CLPB	NA
PDE2A	NA
ARAP1	NA
ENSG00000286555	NA
STARD10	NA
ENSG00000285693	NA
ATG16L2	cluster_13
FCHSD2	NA
ENSG00000256568	NA
P2RY6	NA
ARHGEF17-AS1	NA
ARHGEF17	NA
RELT	cluster_8
FAM168A	NA
PLEKHB1	NA
RAB6A	NA
ENSG00000256034	NA
ENSG00000294304	NA
ENSG00000308217	NA
MRPL48	NA
COA4	NA
PAAF1	NA
DNAJB13	NA
UCP2	cluster_5
UCP3	cluster_11
C2CD3	NA
PPME1	NA
P4HA3	NA
PGM2L1	cluster_4
KCNE3	cluster_13
LIPT2	NA
LIPT2-AS1	NA
POLD3	NA
CHRDL2	cluster_13
ENSG00000279353	NA
RNF169	NA
XRRA1	NA
ENSG00000278879	NA
ENSG00000293324	NA
ENSG00000286943	NA
SPCS2	NA
NEU3	NA
SLCO2B1	cluster_4
TPBGL	NA
ARRB1	cluster_13
ENSG00000279117	cluster_13
ENSG00000299040	NA
RPS3	NA
KLHL35	NA
GDPD5	NA
SERPINH1	NA
ENSG00000255326	NA
MAP6	cluster_8
ENSG00000299828	NA
DGAT2	cluster_8
UVRAG-DT	NA
UVRAG	NA
WNT11	cluster_11
THAP12	NA
GVQW3	NA
EMSY-DT	NA
EMSY	NA
ENSG00000254810	cluster_13
LRRC32	NA
TSKU-AS1	NA
TSKU	NA
ENSG00000261578	cluster_13
ACER3	NA
CAPN5	NA
OMP	NA
MYO7A	cluster_4
GDPD4	NA
PAK1	NA
CLNS1A	NA
AQP11	cluster_8
RSF1	NA
RSF1-IT2	NA
RSF1-IT1	NA
AAMDC	NA
ENSG00000254459	NA
ENSG00000255449	NA
INTS4	NA
KCTD14	NA
NDUFC2-KCTD14	NA
NDUFC2	NA
ALG8	NA
KCTD21-AS1	NA
KCTD21	NA
USP35	NA
GAB2	NA
ENSG00000288538	cluster_8
LINC02728	NA
NARS2	NA
TENM4	cluster_13
ENSG00000255345	NA
PRCP	NA
DDIAS	cluster_15
RAB30	NA
RAB30-DT	NA
ENSG00000279900	NA
PCF11	NA
ENSG00000254676	NA
ANKRD42-DT	NA
PCF11-AS1	NA
ANKRD42	NA
CCDC90B	NA
CCDC90B-AS1	NA
DLG2	cluster_4
TMEM126B	NA
TMEM126A	NA
CREBZF	NA
CCDC89	NA
SYTL2	cluster_15
ENSG00000307897	NA
ENSG00000279742	NA
PICALM	NA
EED	NA
ENSG00000288809	NA
HIKESHI	NA
CCDC81	cluster_8
ENSG00000278989	NA
ME3	NA
ENSG00000255250	NA
ENSG00000298189	cluster_4
PRSS23	cluster_4
PRSS23-AS1	cluster_13
ENSG00000269895	NA
ENSG00000280339	cluster_11
FZD4	NA
FZD4-DT	NA
TMEM135	NA
RAB38	NA
CTSC	NA
ENSG00000288018	cluster_11
GRM5	cluster_4
NOX4	NA
NAALAD2	cluster_13
ENSG00000280385	NA
CHORDC1	NA
ENSG00000297932	NA
ENSG00000280367	NA
FAT3	NA
SLC36A4	NA
ENSG00000279684	NA
SMCO4	NA
CEP295	NA
SCARNA9	NA
ENSG00000279696	NA
TAF1D	NA
C11orf54	cluster_13
ENSG00000284057	NA
MED17	NA
VSTM5	NA
HEPHL1	cluster_4
PANX1	NA
ENSG00000250519	NA
IZUMO1R	NA
GPR83	NA
MRE11	NA
ENSG00000255893	NA
ANKRD49	NA
PIWIL4	NA
FUT4	NA
AMOTL1	NA
CWC15	NA
KDM4D	NA
SRSF8	NA
ENDOD1	cluster_8
LNCRNA-IUR	cluster_4
SESN3	cluster_4
FAM76B	NA
CEP57	NA
MTMR2	NA
MAML2	NA
CCDC82	NA
JRKL	NA
CNTN5	cluster_4
ENSG00000308695	NA
ARHGAP42-AS1	NA
ARHGAP42	NA
PGR	NA
TRPC6	NA
ENSG00000293058	NA
CEP126	NA
CFAP300	NA
ENSG00000277459	NA
YAP1	NA
ENSG00000304602	NA
BIRC3	cluster_15
ENSG00000288833	NA
BIRC2	NA
TMEM123	NA
TMEM123-DT	NA
MMP8	NA
WTAPP1	NA
MMP10	NA
MMP1	cluster_4
MMP3	cluster_8
MMP12	NA
MMP13	NA
DCUN1D5	NA
ENSG00000260966	NA
ENSG00000299676	NA
DYNC2H1	NA
PDGFDDN	NA
ENSG00000306215	NA
PDGFD	cluster_13
LINC02552	NA
CASP12	cluster_13
CASP4LP	NA
CASP4	NA
CASP5	cluster_13
CASP1	NA
CARD16	NA
GRIA4	NA
MSANTD4	NA
KBTBD3	NA
AASDHPPT	NA
GUCY1A2	NA
ENSG00000261098	NA
CWF19L2	NA
ALKBH8	NA
ELMOD1	cluster_8
SLC35F2	NA
RAB39A	cluster_4
ENSG00000288012	NA
CUL5	NA
ACAT1	NA
NPAT	NA
ATM	NA
C11orf65	NA
POGLUT3	cluster_15
ENSG00000296559	NA
EXPH5	NA
DDX10	NA
LINC02715	NA
C11orf87	NA
RDX	NA
ZC3H12C	NA
FDX1	NA
ARHGAP20	NA
LINC02550	NA
COLCA1	NA
POU2AF3	NA
ENSG00000254980	NA
LAYN	NA
SIK2	NA
PPP2R1B	NA
ENSG00000254990	NA
ALG9	NA
ENSG00000258529	NA
FDXACB1	NA
CFAP68	NA
CRYAB	NA
HSPB2	NA
HSPB2-C11orf52	NA
C11orf52	NA
DIXDC1	NA
DLAT	NA
PIH1D2	NA
NKAPD1	NA
TIMM8B	NA
SDHD	NA
ENSG00000255292	NA
IL18	NA
TEX12	NA
BCO2	NA
PTS	NA
ENSG00000268472	NA
LINC02762	NA
LINC02763	NA
NCAM1	NA
TTC12	NA
ENSG00000270179	NA
TMPRSS5	NA
ZW10	NA
ENSG00000293283	NA
USP28	cluster_19
NNMT	cluster_13
C11orf71	NA
RBM7	NA
ENSG00000255663	NA
REXO2	NA
NXPE2	NA
CADM1	NA
LINC00900	NA
BUD13	NA
ZPR1	NA
APOA1	NA
SIK3	NA
ENSG00000307802	NA
ENSG00000307825	NA
PAFAH1B2	NA
SIDT2	NA
ENSG00000304501	NA
TAGLN	NA
PCSK7	NA
ENSG00000280143	NA
RNF214	NA
BACE1	NA
BACE1-AS	NA
ENSG00000276505	NA
CEP164	NA
FXYD6-FXYD2	NA
FXYD6	NA
TMPRSS13	NA
IL10RA	NA
SCN4B	cluster_4
SCN2B	NA
MPZL3	cluster_4
UBE4A	NA
ENSG00000254873	NA
ATP5MG	NA
ENSG00000285827	NA
KMT2A	NA
TTC36-AS1	NA
TTC36	NA
TMEM25	NA
IFT46	NA
ARCN1	NA
PHLDB1	NA
ENSG00000255176	cluster_8
TREH	NA
ENSG00000302703	NA
ENSG00000255422	NA
ENSG00000287238	NA
ENSG00000308658	NA
DDX6	NA
ENSG00000278376	NA
CXCR5	NA
BCL9L	NA
UPK2	NA
CENATAC-DT	NA
CENATAC	cluster_8
RPS25	NA
ENSG00000300421	NA
TRAPPC4	NA
SLC37A4	NA
HYOU1	NA
ENSG00000296527	NA
VPS11-DT	NA
VPS11	NA
HMBS	NA
H2AX	NA
DPAGT1	NA
ENSG00000289124	NA
C2CD2L	NA
HINFP	NA
ABCG4	NA
NLRX1	NA
DRC12	NA
CBL	NA
MCAM	cluster_8
RNF26	NA
C1QTNF5	NA
MFRP	NA
USP2	cluster_4
USP2-AS1	NA
THY1	NA
THY1-AS1	NA
NECTIN1	NA
NECTIN1-DT	NA
TRIM29	NA
OAF	NA
TLCD5	NA
ARHGEF12	NA
GRIK4	NA
TBCEL	NA
TBCEL-TECTA	NA
TECTA	NA
SC5D	NA
SORL1	NA
ENSG00000286044	NA
ENSG00000286023	NA
MIR100HG	NA
BLID	cluster_5
UBASH3B	cluster_8
CRTAM	cluster_4
JHY	NA
HSPA8	NA
ENSG00000288061	NA
CLMP	cluster_19
GRAMD1B	NA
SCN3B	cluster_8
ZNF202	NA
VWA5A	cluster_11
TBRG1	NA
SIAE	NA
SPA17	NA
NRGN	cluster_15
ENSG00000255045	NA
VSIG2	NA
ESAM	NA
MSANTD2	NA
ENSG00000279342	NA
MSANTD2-AS1	NA
ROBO3	cluster_19
ROBO4	cluster_8
ENSG00000254943	NA
HEPACAM	NA
CCDC15-DT	NA
CCDC15	NA
SLC37A2	NA
TMEM218	NA
ENSG00000289631	NA
PKNOX2	cluster_13
FEZ1	NA
ENSG00000255537	NA
EI24	NA
STT3A	NA
ENSG00000288907	NA
CHEK1	cluster_15
HYLS1	NA
PUS3	NA
CDON	NA
RPUSD4	NA
ENSG00000254694	NA
FAM118B	NA
SRPRA	NA
FOXRED1	NA
TIRAP	NA
TIRAP-AS1	NA
DCPS	NA
GSEC	NA
ST3GAL4	NA
KIRREL3	NA
ENSG00000254607	NA
ENSG00000254938	NA
ENSG00000279358	cluster_5
ENSG00000255317	NA
ETS1	NA
FLI1	NA
SENCR	NA
KCNJ1	NA
KCNJ5-AS1	NA
KCNJ5	NA
TP53AIP1	NA
ARHGAP32	NA
ENSG00000293970	NA
ENSG00000289223	NA
NFRKB	NA
PRDM10	NA
APLP2	NA
ST14	NA
ZBTB44	NA
ZBTB44-DT	NA
ADAMTS8	cluster_13
ENSG00000307036	NA
ADAMTS15	NA
ENSG00000301321	NA
LINC02873	NA
ENSG00000305090	NA
ENSG00000305065	NA
ENSG00000288013	NA
LINC02551	NA
SNX19	NA
ENSG00000255455	NA
NTM	NA
ENSG00000294035	NA
OPCML	cluster_8
IGSF9B	cluster_8
LINC02731	NA
ENSG00000305423	NA
ENSG00000254648	cluster_8
JAM3	NA
NCAPD3	NA
ENSG00000255348	cluster_13
VPS26B	NA
THYN1	NA
ACAD8	NA
GLB1L2	NA
B3GAT1	cluster_4
LINC02714	NA
ENSG00000304309	NA
ENSG00000296614	NA
IQSEC3	NA
IQSEC3-AS1	NA
ENSG00000309458	NA
SLC6A12	cluster_4
SLC6A13	cluster_4
ENSG00000255746	NA
ENSG00000261799	NA
KDM5A	NA
CCDC77	NA
B4GALNT3	NA
NINJ2	NA
NINJ2-AS1	NA
WNK1	NA
RAD52	NA
ENSG00000250132	NA
ERC1	NA
LINC00942	NA
WNT5B	cluster_8
FBXL14	NA
ENSG00000295182	cluster_13
ADIPOR2	NA
CACNA2D4	NA
LINC00940	NA
DCP1B	NA
CACNA1C	NA
ITFG2-AS1	NA
FKBP4	NA
ITFG2	NA
ENSG00000288984	NA
NRIP2	cluster_13
FOXM1	cluster_15
RHNO1	NA
TULP3	NA
ENSG00000278356	NA
ENSG00000308641	NA
TEAD4	NA
ENSG00000250899	NA
ENSG00000289980	cluster_11
TSPAN9	NA
ENSG00000275850	NA
ENSG00000291189	NA
LINC02827	NA
CRACR2A	NA
ENSG00000280202	NA
PARP11	NA
CCND2-AS1	NA
CCND2	cluster_4
ENSG00000285901	cluster_8
TIGAR	NA
FERRY3	NA
RAD51AP1	cluster_15
DYRK4	NA
ENSG00000272921	NA
AKAP3	NA
NDUFA9	NA
ENSG00000255639	NA
GALNT8	NA
ENSG00000256218	cluster_19
ENSG00000302923	NA
NTF3	NA
ANO2	cluster_4
VWF	NA
ENSG00000255775	NA
CD9	NA
PLEKHG6	NA
TNFRSF1A	NA
SCNN1A	NA
LTBR	NA
ENSG00000256433	NA
CD27-AS1	NA
CD27	NA
TAPBPL	NA
VAMP1	NA
VAMP1-AS1	NA
MRPL51	NA
NCAPD2	NA
GAPDH-DT	NA
GAPDH	NA
ENSG00000269968	NA
IFFO1	NA
NOP2	NA
ENSG00000285238	NA
CHD4	NA
ENSG00000247853	NA
ENSG00000301135	NA
LPAR5	NA
ACRBP	NA
ING4	NA
ENSG00000219410	NA
ZNF384	NA
ENSG00000289303	NA
ENSG00000300994	NA
PIANP	NA
COPS7A	NA
ENSG00000269892	NA
MLF2	NA
PTMS	NA
LAG3	cluster_13
CD4	NA
GPR162	NA
P3H3	NA
GNB3	NA
CDCA3	cluster_8
USP5	NA
TPI1	NA
SPSB2	NA
ENSG00000293161	NA
LRRC23	NA
DSTNP2	NA
ENSG00000275703	NA
ENO2	NA
ENSG00000293728	NA
ATN1	NA
C12orf57	NA
ENSG00000272173	NA
PTPN6	cluster_11
PHB2	NA
EMG1	NA
ENSG00000290146	NA
LPCAT3	NA
C1S	cluster_13
ENSG00000295785	NA
C1R	cluster_13
C1RL	cluster_13
C1RL-AS1	NA
RBP5	NA
ENSG00000256967	NA
CLSTN3	NA
PEX5	NA
CD163L1	cluster_8
SLC2A14	NA
SLC2A3	NA
ENSG00000294711	NA
FOXJ2	NA
C3AR1	NA
NECAP1	NA
ENSG00000279865	NA
ENSG00000284697	NA
CLEC4A	NA
ENSG00000284393	NA
ZNF705A	NA
FAM66C	NA
ENSG00000276417	NA
ENSG00000275367	NA
FAM90A1	NA
LINC02449	NA
FAM86FP	NA
LINC00937	NA
MFAP5	cluster_8
RIMKLB	NA
ENSG00000282022	NA
PHC1	cluster_13
M6PR	NA
KLRG1	NA
LINC00612	NA
A2M-AS1	NA
A2M	cluster_13
LINC00987	NA
PZP	NA
ENSG00000309182	NA
ENSG00000295087	NA
ENSG00000299022	NA
ENSG00000295911	NA
ENSG00000295873	cluster_15
ENSG00000284634	cluster_13
ENSG00000291289	NA
ENSG00000290469	NA
ENSG00000257027	cluster_19
CLEC2D	NA
KLRF1	NA
CLEC2B	NA
CLEC12B	NA
CLEC1A	NA
OLR1	NA
TMEM52B	NA
GABARAPL1	NA
ENSG00000309675	NA
KLRD1	NA
KLRK1-AS1	NA
EIF2S3B	NA
ENSG00000290537	NA
MAGOHB	NA
STYK1	cluster_8
YBX3	NA
PRH1	NA
TAS2R10	NA
PRR4	NA
ENSG00000275778	NA
TAS2R14	NA
TAS2R20	NA
TAS2R19	NA
TAS2R31	NA
ENSG00000291182	NA
SMIM10L1	NA
LINC01252	NA
ETV6	NA
LRP6	NA
MANSC1	NA
LOH12CR2	NA
BORCS5	NA
DUSP16	NA
ENSG00000290048	cluster_13
CREBL2	NA
GPR19	NA
CDKN1B	NA
APOLD1	NA
DDX47	NA
ENSG00000305513	NA
GPRC5A	cluster_8
GPRC5D-AS1	NA
GPRC5D	NA
HEBP1	NA
HTR7P1	NA
ENSG00000255621	NA
FAM234B	NA
GSG1	cluster_8
ENSG00000289766	cluster_8
EMP1	NA
ENSG00000286869	NA
GRIN2B	cluster_4
ATF7IP	NA
PLBD1	NA
PLBD1-AS1	NA
GUCY2C-AS1	NA
ENSG00000261324	NA
H4C16	NA
ENSG00000289909	NA
H2AJ	NA
WBP11	NA
C12orf60	NA
SMCO3	cluster_4
ENSG00000286107	NA
MGP	cluster_11
ARHGDIB	NA
PTPRO	cluster_8
EPS8	NA
STRAP	NA
DERA	NA
ENSG00000308664	NA
SLC15A5	cluster_4
ENSG00000297984	NA
MGST1	NA
LMO3	NA
RERGL	NA
PIK3C2G	NA
PLEKHA5	cluster_13
ENSG00000253284	NA
AEBP2	NA
ENSG00000287074	NA
ENSG00000303725	NA
ENSG00000255910	NA
PDE3A	cluster_4
PYROXD1	NA
RECQL	NA
GOLT1B	NA
SPX	cluster_4
GYS2	NA
ENSG00000285854	NA
LDHB	NA
KCNJ8	cluster_15
ABCC9	NA
CMAS	NA
ST8SIA1	cluster_11
C2CD5	NA
ENSG00000256973	NA
ETNK1	NA
LINC02955	cluster_4
SOX5	NA
ENSG00000305401	NA
BCAT1	NA
IRAG2	cluster_4
DNAI7	NA
ETFRF1	NA
KRAS	NA
ENSG00000274987	NA
ENSG00000275197	NA
ENSG00000278743	NA
LMNTD1	NA
RASSF8-AS1	NA
RASSF8	NA
BHLHE41	cluster_4
SSPN	NA
ENSG00000256894	NA
ITPR2-AS1	NA
ITPR2	NA
ENSG00000256185	NA
INTS13	NA
FGFR1OP2	NA
TM7SF3	NA
MED21	NA
ENSG00000275764	NA
STK38L	NA
BMAL2	NA
ENSG00000288971	NA
SMCO2	NA
PPFIBP1	NA
REP15	NA
ENSG00000276261	NA
ENSG00000256504	NA
MRPS35	NA
KLHL42	NA
PTHLH	NA
CCDC91	NA
ENSG00000247934	NA
FAR2	NA
ENSG00000275476	NA
ENSG00000257176	NA
ENSG00000274315	NA
ENSG00000273680	NA
ERGIC2	NA
OVCH1-AS1	NA
ENSG00000296243	NA
OVCH1	NA
TMTC1	NA
IPO8	NA
CAPRIN2	NA
LINC00941	NA
TSPAN11	cluster_4
TSPAN11-AS1	NA
DDX11-AS1	NA
DDX11	cluster_15
ENSG00000291250	NA
ENSG00000275097	NA
SINHCAF	NA
FLJ13224	NA
DENND5B	NA
AK4P3	NA
ETFBKMT	NA
AMN1	NA
ENSG00000276900	NA
H3-5	NA
LINC02422	NA
RESF1	NA
ENSG00000276136	NA
BICD1	NA
ENSG00000277342	NA
ENSG00000274964	NA
ENSG00000276115	NA
FGD4	NA
DNM1L	NA
ENSG00000276148	NA
YARS2	NA
ENSG00000274105	NA
ENSG00000275854	NA
PKP2	cluster_4
ALG10	NA
ALG10B	NA
CPNE8	cluster_4
KIF21A	NA
ABCD2	NA
SLC2A13	NA
LRRK2	NA
MUC19	cluster_4
CNTN1	cluster_8
ENSG00000286591	NA
GXYLT1	NA
YAF2	NA
PPHLN1	NA
ZCRB1	NA
ENSG00000274943	NA
PRICKLE1	NA
ENSG00000257225	cluster_11
ENSG00000258068	NA
PUS7L	NA
IRAK4	NA
TWF1	NA
TMEM117	NA
NELL2	cluster_4
PLEKHA8P1	NA
ANO6	NA
ENSG00000293678	NA
LINC00938	NA
ARID2	NA
SCAF11	NA
ENSG00000289046	NA
SLC38A1	NA
ENSG00000304381	NA
SLC38A2	NA
SLC38A2-AS1	NA
ENSG00000296000	NA
SLC38A4-AS1	NA
ENSG00000257496	NA
ENSG00000275481	NA
ENSG00000295982	NA
SLC38A4	NA
ENSG00000298716	NA
ENSG00000274723	NA
AMIGO2	NA
PCED1B	NA
RPAP3	NA
ENSG00000276390	NA
RPAP3-DT	NA
ENDOU	NA
RAPGEF3	NA
SLC48A1	NA
HDAC7	NA
ENSG00000268069	NA
ENSG00000274737	NA
VDR	NA
ENSG00000278385	NA
TMEM106C	NA
COL2A1	NA
SENP1	NA
ENSG00000293172	NA
PFKM	NA
ASB8	NA
CCDC184	NA
ENSG00000269514	NA
ENSG00000257735	NA
ZNF641	NA
KANSL2	NA
CCNT1	NA
ENSG00000257653	NA
ADCY6	NA
ENSG00000298361	NA
CACNB3	NA
DDX23	NA
RND1	NA
ENSG00000272822	NA
CCDC65	NA
FKBP11	NA
ARF3	NA
WNT10B	NA
DDN	cluster_11
DDN-AS1	NA
PRKAG1	NA
ENSG00000288710	NA
KMT2D	NA
ENSG00000301605	NA
RHEBL1	NA
DHH	NA
LMBR1L	NA
TUBA1B	cluster_15
TUBA1B-AS1	NA
TUBA1A	cluster_5
TUBA1C	cluster_5
ENSG00000258101	NA
ENSG00000258232	NA
TROAP	cluster_15
C1QL4	NA
DNAJC22	cluster_19
SPATS2	NA
KCNH3	NA
MCRS1	NA
PRPF40B	NA
FAM186B	NA
FMNL3	NA
TMBIM6	NA
NCKAP5L	NA
BCDIN3D-AS1	NA
BCDIN3D	NA
FAIM2	NA
RACGAP1	cluster_15
ASIC1	NA
SMARCD1	NA
GPD1	NA
COX14	NA
ENSG00000272368	NA
CERS5	NA
LIMA1	NA
ENSG00000257298	NA
ENSG00000305156	NA
LARP4	NA
DIP2B	NA
ATF1	NA
TMPRSS12	NA
TMT1A	cluster_13
ENSG00000289695	cluster_13
ENSG00000274156	NA
SLC11A2	NA
LETMD1	NA
CSRNP2	NA
TFCP2	NA
ENSG00000293248	NA
POU6F1	cluster_19
ENSG00000278126	NA
DAZAP2	NA
SMAGP	NA
GALNT6	cluster_8
SLC4A8	NA
SCN8A	NA
ENSG00000260122	NA
ENSG00000260473	NA
FIGNL2	cluster_13
FIGNL2-DT	NA
ANKRD33	cluster_13
ACVRL1	NA
ACVR1B	NA
TAMALIN	NA
NR4A1	cluster_4
ATG101	NA
ENSG00000257663	NA
SMIM41	NA
OR7E47P	NA
LINC00592	NA
KRT80	cluster_8
KRT7	cluster_8
KRT4	cluster_4
KRT79	NA
KRT8	NA
KRT18	cluster_8
ENSG00000303439	NA
EIF4B	NA
ENSG00000257475	NA
TNS2-AS1	NA
TNS2	cluster_13
SPRYD3	cluster_8
IGFBP6	NA
CSAD	NA
ENSG00000296428	NA
ZNF740	NA
ITGB7	NA
RARG	NA
MFSD5	NA
ESPL1	cluster_15
PFDN5	NA
ENSG00000288663	NA
MYG1-AS1	NA
MYG1	NA
AAAS	NA
SP1	NA
PRR13	NA
ENSG00000257379	NA
PCBP2	NA
PCBP2-OT1	NA
MAP3K12	NA
ENSG00000293778	NA
ENSG00000270175	NA
TARBP2	NA
NPFF	NA
ATF7-NPFF	NA
ATF7	NA
ATP5MC2	NA
CALCOCO1	NA
ENSG00000273049	NA
HOXC6	cluster_11
HOXC9	NA
HOXC8	cluster_11
HOXC4	cluster_13
ENSG00000273046	NA
ENSG00000260597	NA
HOXC5	NA
FAM242C	NA
SMUG1	NA
LINC02381	cluster_4
CBX5	NA
SCAT2	NA
ENSG00000289154	NA
HNRNPA1	NA
NFE2	NA
COPZ1	NA
ENSG00000289854	NA
GPR84	cluster_11
ZNF385A	NA
ITGA5	NA
NCKAP1L	cluster_4
PDE1B	cluster_4
TMT1B	cluster_5
ITGA7	NA
ENSG00000289965	NA
ENSG00000258311	NA
BLOC1S1	NA
RDH5	cluster_8
CD63	NA
CD63-AS1	NA
GDF11	NA
SARNP	NA
ENSG00000257390	NA
ENSG00000257509	NA
ORMDL2	NA
DNAJC14	NA
TMEM198B	cluster_13
MMP19	NA
PYM1	NA
DGKA	NA
ENSG00000273973	NA
PMEL	NA
CDK2	NA
RAB5B	NA
SUOX	NA
IKZF4	cluster_13
ENSG00000257449	NA
RPS26	NA
ERBB3	NA
ENSG00000257411	NA
PA2G4	NA
ENSG00000257553	NA
ENSG00000258317	NA
RPL41	NA
ESYT1	NA
ZC3H10	NA
MYL6B	NA
MYL6	NA
SMARCC2	NA
ENSG00000258199	NA
RNF41	NA
NABP2	NA
SLC39A5	NA
ANKRD52	NA
ENSG00000300314	NA
COQ10A	NA
ENSG00000258260	NA
CS	NA
ENSG00000144785	NA
CNPY2-AS1	NA
CNPY2	NA
PAN2	NA
IL23A	NA
STAT2	NA
TIMELESS	cluster_15
MIP	NA
ENSG00000285528	NA
SPRYD4	cluster_8
GLS2	NA
RBMS2	NA
BAZ2A	NA
ATP5F1B	NA
PTGES3	NA
ENSG00000306812	NA
NACA	NA
ENSG00000285625	NA
PRIM1	NA
HSD17B6	NA
SDR9C7	NA
RDH16	NA
ZBTB39	NA
TAC3	cluster_13
MYO1A	NA
NEMP1	NA
ENSG00000304975	NA
NAB2	NA
STAT6	NA
LRP1	NA
LRP1-AS	NA
NXPH4	NA
SHMT2	NA
NDUFA4L2	NA
ENSG00000295078	cluster_13
STAC3	NA
ENSG00000258830	NA
R3HDM2	NA
INHBC	NA
INHBE	cluster_13
ENSG00000287200	NA
GLI1	cluster_13
ARHGAP9	NA
MARS1	NA
DDIT3	NA
ENSG00000285133	cluster_5
MBD6	NA
DCTN2	NA
KIF5A	NA
PIP4K2C	NA
DTX3	NA
ARHGEF25	NA
ENSG00000287908	NA
ENSG00000293429	NA
B4GALNT1	NA
OS9	NA
ENSG00000257342	NA
AGAP2	cluster_13
AGAP2-AS1	cluster_15
TSPAN31	NA
CDK4	NA
MARCHF9	NA
CYP27B1	NA
METTL1	NA
EEF1AKMT3	NA
ENSG00000257921	NA
TSFM	NA
AVIL	cluster_13
ENSG00000270039	NA
ENSG00000269903	NA
CTDSP2	cluster_19
ENSG00000257953	NA
ENSG00000294563	NA
ENSG00000245651	NA
ENSG00000273805	NA
ATP23	cluster_19
GIHCG	cluster_13
ENSG00000310312	NA
ENSG00000258231	NA
LINC02388	NA
LRIG3	cluster_19
LRIG3-DT	NA
SLC16A7	NA
TAFA2	NA
USP15	NA
MON2	NA
LINC01465	NA
MIRLET7IHG	NA
ENSG00000275180	NA
PPM1H	cluster_4
DPY19L2	NA
RXYLT1	NA
RXYLT1-AS1	NA
SRGAP1	NA
KICS2	NA
ENSG00000293269	NA
C12orf56	NA
XPOT	NA
ENSG00000277895	NA
TBK1	NA
ENSG00000288665	NA
RASSF3	NA
GNS	NA
TBC1D30	NA
ENSG00000288591	NA
WIF1	NA
LEMD3	NA
MSRB3	NA
ENSG00000250280	NA
MSRB3-AS1	NA
LINC02454	cluster_8
ENSG00000256915	NA
ENSG00000296964	NA
RPSAP52	NA
ENSG00000304812	NA
HMGA2	cluster_8
HMGA2-AS1	NA
LLPH	NA
ENSG00000228144	NA
LLPH-DT	NA
TMBIM4	NA
IRAK3	cluster_19
HELB	cluster_13
GRIP1	cluster_4
ENSG00000309318	NA
CAND1	NA
ENSG00000286563	NA
ENSG00000303038	NA
DYRK2	NA
LINC01479	NA
MDM1	NA
LINC02384	cluster_4
RAP1B	NA
NUP107-DT	NA
NUP107	NA
SLC35E3	NA
ENSG00000289595	NA
MDM2	NA
ENSG00000256325	NA
ENSG00000257181	NA
CPM	cluster_13
ENSG00000309659	NA
CPSF6	NA
LYZ	NA
YEATS4	NA
LINC02373	NA
FRS2	NA
CCT2	NA
BEST3	cluster_8
RAB3IP	NA
ENSG00000258052	NA
MYRFL	NA
PRANCR	NA
CNOT2	NA
ENSG00000289283	NA
KCNMB4	cluster_13
PTPRB	cluster_8
PTPRR	NA
ENSG00000288530	cluster_11
ENSG00000257761	cluster_11
ZFC3H1	NA
THAP2	NA
ENSG00000258064	NA
TMEM19	NA
RAB21	NA
TBC1D15	NA
TPH2	NA
TRHDE	NA
TRHDE-AS1	NA
ATXN7L3B	NA
KCNC2	NA
CAPS2	cluster_11
ENSG00000273987	NA
GLIPR1L2	NA
GLIPR1	cluster_8
GLIPR1-AS1	NA
KRR1	NA
ENSG00000258077	NA
ENSG00000296770	NA
ENSG00000286259	NA
PHLDA1	NA
PHLDA1-AS1	NA
PHLDA1-DT	NA
NAP1L1	NA
LNCOG	cluster_8
BBS10	NA
OSBPL8	NA
ENSG00000257526	NA
ZDHHC17	NA
CSRP2	NA
E2F7	cluster_8
NAV3	cluster_8
ENSG00000257165	NA
SYT1	NA
ENSG00000257894	cluster_8
ENSG00000257474	NA
PAWR	NA
PPP1R12A-AS2	NA
PPP1R12A	NA
PPP1R12A-AS1	NA
ENSG00000296029	NA
OTOGL	cluster_4
PTPRQ	NA
MYF6	NA
ENSG00000300781	NA
LIN7A	cluster_19
ACSS3	cluster_13
PPFIA2	cluster_4
CCDC59	NA
METTL25	cluster_13
ENSG00000257431	NA
ENSG00000286043	NA
TMTC2	cluster_13
SLC6A15	cluster_4
LRRIQ1	cluster_4
LINC02820	NA
RASSF9	NA
NTS	NA
MGAT4C	cluster_4
C12orf50	NA
RLIG1	NA
CEP290	NA
TMTC3	NA
ENSG00000289384	cluster_5
KITLG	NA
ENSG00000281333	NA
LINC02458	NA
DUSP6	cluster_8
ENSG00000274021	cluster_8
ENSG00000308072	NA
ENSG00000286608	cluster_11
ENSG00000271327	NA
POC1B	NA
POC1B-GALNT4	NA
GALNT4	NA
